CHR,POS,depth,method
NC_045512v2,8247,2.4533919633048997e-5,smart_seq3
NC_045512v2,8248,2.4498466118911496e-5,smart_seq3
NC_045512v2,8249,2.4473436574815508e-5,smart_seq3
NC_045512v2,8250,2.464506838293797e-5,smart_seq3
NC_045512v2,8251,2.461609706022832e-5,smart_seq3
NC_045512v2,8252,2.461335305040576e-5,smart_seq3
NC_045512v2,8253,2.461335305040576e-5,smart_seq3
NC_045512v2,8254,2.4610333340846753e-5,smart_seq3
NC_045512v2,8255,2.4610333340846753e-5,smart_seq3
NC_045512v2,8256,2.460758421729915e-5,smart_seq3
NC_045512v2,8257,2.459164399301041e-5,smart_seq3
NC_045512v2,8258,2.459164399301041e-5,smart_seq3
NC_045512v2,8259,2.4261108478783014e-5,smart_seq3
NC_045512v2,8260,2.426132613436894e-5,smart_seq3
NC_045512v2,8261,2.4210684947656966e-5,smart_seq3
NC_045512v2,8262,2.414432776046014e-5,smart_seq3
NC_045512v2,8263,2.414932767215494e-5,smart_seq3
NC_045512v2,8264,2.4148907615774668e-5,smart_seq3
NC_045512v2,8265,2.4148907615774668e-5,smart_seq3
NC_045512v2,8266,2.4110478451229347e-5,smart_seq3
NC_045512v2,8267,2.4110478451229347e-5,smart_seq3
NC_045512v2,8268,2.414548948311866e-5,smart_seq3
NC_045512v2,8269,2.414548948311866e-5,smart_seq3
NC_045512v2,8270,2.424797457839651e-5,smart_seq3
NC_045512v2,8271,2.4356850222917005e-5,smart_seq3
NC_045512v2,8272,2.4357963588873068e-5,smart_seq3
NC_045512v2,8273,2.4506941902884863e-5,smart_seq3
NC_045512v2,8274,2.4507167921146268e-5,smart_seq3
NC_045512v2,8275,2.4445179971662858e-5,smart_seq3
NC_045512v2,8276,2.444150197643743e-5,smart_seq3
NC_045512v2,8277,2.4441922032817696e-5,smart_seq3
NC_045512v2,8278,2.4440064850901633e-5,smart_seq3
NC_045512v2,8279,2.4462364239367184e-5,smart_seq3
NC_045512v2,8280,2.485419351975667e-5,smart_seq3
NC_045512v2,8281,2.4833526000456097e-5,smart_seq3
NC_045512v2,8282,2.4831418284274117e-5,smart_seq3
NC_045512v2,8283,2.4774704363971392e-5,smart_seq3
NC_045512v2,8284,2.4420599421110692e-5,smart_seq3
NC_045512v2,8285,2.4422005225758605e-5,smart_seq3
NC_045512v2,8286,2.4423639163122646e-5,smart_seq3
NC_045512v2,8287,2.4332756808646025e-5,smart_seq3
NC_045512v2,8288,2.4223830045395676e-5,smart_seq3
NC_045512v2,8289,2.3379643950488718e-5,smart_seq3
NC_045512v2,8290,2.3222139196718438e-5,smart_seq3
NC_045512v2,8291,2.318893598444806e-5,smart_seq3
NC_045512v2,8292,2.3056124207208294e-5,smart_seq3
NC_045512v2,8293,2.3015818128774693e-5,smart_seq3
NC_045512v2,8294,2.2932527987428545e-5,smart_seq3
NC_045512v2,8295,2.2936735676468612e-5,smart_seq3
NC_045512v2,8296,2.293471179066551e-5,smart_seq3
NC_045512v2,8297,2.293580006859513e-5,smart_seq3
NC_045512v2,8298,2.2890183169291667e-5,smart_seq3
NC_045512v2,8299,2.2723847414141607e-5,smart_seq3
NC_045512v2,8300,2.2383147892514637e-5,smart_seq3
NC_045512v2,8301,2.220082545582751e-5,smart_seq3
NC_045512v2,8302,2.2105825210258947e-5,smart_seq3
NC_045512v2,8303,2.2111694282325698e-5,smart_seq3
NC_045512v2,8304,2.2157189512215594e-5,smart_seq3
NC_045512v2,8305,2.209402904446758e-5,smart_seq3
NC_045512v2,8306,2.20942795002445e-5,smart_seq3
NC_045512v2,8307,2.210922902980435e-5,smart_seq3
NC_045512v2,8308,2.211619440485686e-5,smart_seq3
NC_045512v2,8309,2.2114063071207825e-5,smart_seq3
NC_045512v2,8310,2.2033008082426334e-5,smart_seq3
NC_045512v2,8311,2.2117810436957824e-5,smart_seq3
NC_045512v2,8312,2.2063807035435748e-5,smart_seq3
NC_045512v2,8313,2.149614084737475e-5,smart_seq3
NC_045512v2,8314,2.1308952968785572e-5,smart_seq3
NC_045512v2,8315,2.133462484280362e-5,smart_seq3
NC_045512v2,8316,2.1174684513331228e-5,smart_seq3
NC_045512v2,8317,2.0407993110405357e-5,smart_seq3
NC_045512v2,8318,1.1769214851735023e-5,smart_seq3
NC_045512v2,8319,6.150875964267484e-6,smart_seq3
NC_045512v2,8320,6.125010267036571e-6,smart_seq3
NC_045512v2,8321,6.186532726441235e-6,smart_seq3
NC_045512v2,8322,6.1854597033031916e-6,smart_seq3
NC_045512v2,8323,6.134413255741676e-6,smart_seq3
NC_045512v2,8324,5.8531817145106555e-6,smart_seq3
NC_045512v2,8325,5.73028256255628e-6,smart_seq3
NC_045512v2,8326,5.420882738757887e-6,smart_seq3
NC_045512v2,8327,5.20632815475197e-6,smart_seq3
NC_045512v2,8328,4.8868065574368855e-6,smart_seq3
NC_045512v2,8329,4.80059592965721e-6,smart_seq3
NC_045512v2,8330,4.77479217265294e-6,smart_seq3
NC_045512v2,8331,4.775990798845132e-6,smart_seq3
NC_045512v2,8332,4.835147776626435e-6,smart_seq3
NC_045512v2,8333,4.835147776626435e-6,smart_seq3
NC_045512v2,8334,4.770853601844714e-6,smart_seq3
NC_045512v2,8335,4.739767242367067e-6,smart_seq3
NC_045512v2,8336,4.740219278889876e-6,smart_seq3
NC_045512v2,8337,4.744029629230691e-6,smart_seq3
NC_045512v2,8338,4.744481665753499e-6,smart_seq3
NC_045512v2,8339,4.7292137761124855e-6,smart_seq3
NC_045512v2,8340,4.725633152327484e-6,smart_seq3
NC_045512v2,8341,4.6454359582949155e-6,smart_seq3
NC_045512v2,8342,4.654386653700949e-6,smart_seq3
NC_045512v2,8343,4.421935772106398e-6,smart_seq3
NC_045512v2,8344,4.4221617903678015e-6,smart_seq3
NC_045512v2,8345,4.404143496436984e-6,smart_seq3
NC_045512v2,8346,4.250746306280259e-6,smart_seq3
NC_045512v2,8347,4.2547279770589216e-6,smart_seq3
NC_045512v2,8348,4.253644300637556e-6,smart_seq3
NC_045512v2,8349,4.253644300637556e-6,smart_seq3
NC_045512v2,8350,4.08802865395703e-6,smart_seq3
NC_045512v2,8351,4.081271414147168e-6,smart_seq3
NC_045512v2,8352,4.035841681326412e-6,smart_seq3
NC_045512v2,8353,3.982111890392673e-6,smart_seq3
NC_045512v2,8354,3.98352817217079e-6,smart_seq3
NC_045512v2,8355,3.7102440637606533e-6,smart_seq3
NC_045512v2,8356,3.798456036643456e-6,smart_seq3
NC_045512v2,8357,3.797794707210204e-6,smart_seq3
NC_045512v2,8358,3.8975166264968944e-6,smart_seq3
NC_045512v2,8359,3.8975166264968944e-6,smart_seq3
NC_045512v2,8360,3.896514803389221e-6,smart_seq3
NC_045512v2,8361,3.9609140647472955e-6,smart_seq3
NC_045512v2,8362,3.92164950475483e-6,smart_seq3
NC_045512v2,8363,3.236917619652356e-6,smart_seq3
NC_045512v2,8364,3.262313493066726e-6,smart_seq3
NC_045512v2,8365,3.318551774227805e-6,smart_seq3
NC_045512v2,8366,3.3181317178475333e-6,smart_seq3
NC_045512v2,8367,2.7433027556170275e-6,smart_seq3
NC_045512v2,8368,2.725115340430863e-6,smart_seq3
NC_045512v2,8369,2.7029200484961884e-6,smart_seq3
NC_045512v2,8370,2.5564387687792384e-6,smart_seq3
NC_045512v2,8371,2.5564387687792384e-6,smart_seq3
NC_045512v2,8372,2.560646457819304e-6,smart_seq3
NC_045512v2,8373,2.527534995767103e-6,smart_seq3
NC_045512v2,8374,2.527534995767103e-6,smart_seq3
NC_045512v2,8375,2.527534995767103e-6,smart_seq3
NC_045512v2,8376,2.520996231591624e-6,smart_seq3
NC_045512v2,8377,2.5144413925761105e-6,smart_seq3
NC_045512v2,8378,2.520996231591624e-6,smart_seq3
NC_045512v2,8379,2.520996231591624e-6,smart_seq3
NC_045512v2,8380,2.499396880434994e-6,smart_seq3
NC_045512v2,8381,2.474923632609136e-6,smart_seq3
NC_045512v2,8382,2.4941170308612768e-6,smart_seq3
NC_045512v2,8383,2.4941170308612768e-6,smart_seq3
NC_045512v2,8384,2.4941170308612768e-6,smart_seq3
NC_045512v2,8385,2.4941170308612768e-6,smart_seq3
NC_045512v2,8386,2.5719222685237927e-6,smart_seq3
NC_045512v2,8387,2.587056207759773e-6,smart_seq3
NC_045512v2,8388,2.5908185031180177e-6,smart_seq3
NC_045512v2,8389,2.676450341082354e-6,smart_seq3
NC_045512v2,8390,2.674053088697969e-6,smart_seq3
NC_045512v2,8391,2.674053088697969e-6,smart_seq3
NC_045512v2,8392,2.673835433112045e-6,smart_seq3
NC_045512v2,8393,2.6940515397811213e-6,smart_seq3
NC_045512v2,8394,2.7228730699865882e-6,smart_seq3
NC_045512v2,8395,2.7217436291904934e-6,smart_seq3
NC_045512v2,8396,2.7266890363508094e-6,smart_seq3
NC_045512v2,8397,2.6756991698146813e-6,smart_seq3
NC_045512v2,8398,2.6763772245988932e-6,smart_seq3
NC_045512v2,8399,2.7193458094515007e-6,smart_seq3
NC_045512v2,8400,2.7321371872882186e-6,smart_seq3
NC_045512v2,8401,2.8891985381631184e-6,smart_seq3
NC_045512v2,8402,2.925555667530564e-6,smart_seq3
NC_045512v2,8403,2.925555667530564e-6,smart_seq3
NC_045512v2,8404,2.9258061233074817e-6,smart_seq3
NC_045512v2,8405,2.9258061233074817e-6,smart_seq3
NC_045512v2,8406,2.925588467721558e-6,smart_seq3
NC_045512v2,8407,2.877973662555074e-6,smart_seq3
NC_045512v2,8408,2.9548895730898952e-6,smart_seq3
NC_045512v2,8409,2.9548895730898952e-6,smart_seq3
NC_045512v2,8410,3.26996611207287e-6,smart_seq3
NC_045512v2,8411,3.26996611207287e-6,smart_seq3
NC_045512v2,8412,3.26996611207287e-6,smart_seq3
NC_045512v2,8413,1.1370316347794158e-5,smart_seq3
NC_045512v2,8414,1.1370098692208234e-5,smart_seq3
NC_045512v2,8415,1.1369630580845392e-5,smart_seq3
NC_045512v2,8416,1.1361659460051764e-5,smart_seq3
NC_045512v2,8417,1.1287152050641789e-5,smart_seq3
NC_045512v2,8418,1.1287152050641789e-5,smart_seq3
NC_045512v2,8419,1.1184464554569585e-5,smart_seq3
NC_045512v2,8420,1.1302352800321483e-5,smart_seq3
NC_045512v2,8421,1.11922785296088e-5,smart_seq3
NC_045512v2,8422,1.119183485576147e-5,smart_seq3
NC_045512v2,8423,1.0984326228737822e-5,smart_seq3
NC_045512v2,8424,1.0983414443527651e-5,smart_seq3
NC_045512v2,8425,1.1021894519496185e-5,smart_seq3
NC_045512v2,8426,1.1021894519496185e-5,smart_seq3
NC_045512v2,8427,1.1031463740226292e-5,smart_seq3
NC_045512v2,8428,1.1050968416975965e-5,smart_seq3
NC_045512v2,8429,1.1028248972130146e-5,smart_seq3
NC_045512v2,8430,1.0690754061515043e-5,smart_seq3
NC_045512v2,8431,1.0684126662008115e-5,smart_seq3
NC_045512v2,8432,1.0683682988160784e-5,smart_seq3
NC_045512v2,8433,1.0683682988160784e-5,smart_seq3
NC_045512v2,8434,1.0683682988160784e-5,smart_seq3
NC_045512v2,8435,1.068302855084363e-5,smart_seq3
NC_045512v2,8436,1.068139461347959e-5,smart_seq3
NC_045512v2,8437,1.0673603311856876e-5,smart_seq3
NC_045512v2,8438,1.0673603311856876e-5,smart_seq3
NC_045512v2,8439,1.0515971469364002e-5,smart_seq3
NC_045512v2,8440,1.0516189124949926e-5,smart_seq3
NC_045512v2,8441,1.0487934806403533e-5,smart_seq3
NC_045512v2,8442,1.0487934806403533e-5,smart_seq3
NC_045512v2,8443,1.04921424954436e-5,smart_seq3
NC_045512v2,8444,1.0487958423870588e-5,smart_seq3
NC_045512v2,8445,1.0449664107637881e-5,smart_seq3
NC_045512v2,8446,1.0449664107637881e-5,smart_seq3
NC_045512v2,8447,1.0531143559911415e-5,smart_seq3
NC_045512v2,8448,1.0820441875219386e-5,smart_seq3
NC_045512v2,8449,1.084633140482336e-5,smart_seq3
NC_045512v2,8450,1.0848462738472398e-5,smart_seq3
NC_045512v2,8451,1.0874134612490447e-5,smart_seq3
NC_045512v2,8452,1.0894113166711205e-5,smart_seq3
NC_045512v2,8453,1.0887129908639941e-5,smart_seq3
NC_045512v2,8454,1.088647694188217e-5,smart_seq3
NC_045512v2,8455,1.0924654445476008e-5,smart_seq3
NC_045512v2,8456,1.0906678746945496e-5,smart_seq3
NC_045512v2,8457,1.0906678746945496e-5,smart_seq3
NC_045512v2,8458,1.0886613830734467e-5,smart_seq3
NC_045512v2,8459,1.0886613830734467e-5,smart_seq3
NC_045512v2,8460,1.081367959097831e-5,smart_seq3
NC_045512v2,8461,1.0791510505013483e-5,smart_seq3
NC_045512v2,8462,1.0792709131205675e-5,smart_seq3
NC_045512v2,8463,1.0792709131205675e-5,smart_seq3
NC_045512v2,8464,1.0767037257187624e-5,smart_seq3
NC_045512v2,8465,1.0767037257187624e-5,smart_seq3
NC_045512v2,8466,1.0678737928926938e-5,smart_seq3
NC_045512v2,8467,1.0678737928926938e-5,smart_seq3
NC_045512v2,8468,1.0579919208543371e-5,smart_seq3
NC_045512v2,8469,1.0580145226804775e-5,smart_seq3
NC_045512v2,8470,1.0630936973633517e-5,smart_seq3
NC_045512v2,8471,1.0561815013389558e-5,smart_seq3
NC_045512v2,8472,1.0561815013389558e-5,smart_seq3
NC_045512v2,8473,1.0561815013389558e-5,smart_seq3
NC_045512v2,8474,1.0561815013389558e-5,smart_seq3
NC_045512v2,8475,1.0557607324349493e-5,smart_seq3
NC_045512v2,8476,1.0557607324349493e-5,smart_seq3
NC_045512v2,8477,1.0566014339754146e-5,smart_seq3
NC_045512v2,8478,1.0566014339754146e-5,smart_seq3
NC_045512v2,8479,1.058477242683444e-5,smart_seq3
NC_045512v2,8480,1.0593563077752626e-5,smart_seq3
NC_045512v2,8481,1.055294653146569e-5,smart_seq3
NC_045512v2,8482,1.0495490712830943e-5,smart_seq3
NC_045512v2,8483,1.0533736407862592e-5,smart_seq3
NC_045512v2,8484,1.0533736407862592e-5,smart_seq3
NC_045512v2,8485,1.0496220233702005e-5,smart_seq3
NC_045512v2,8486,1.0553676052336753e-5,smart_seq3
NC_045512v2,8487,1.0549865701995938e-5,smart_seq3
NC_045512v2,8488,1.0548667075803746e-5,smart_seq3
NC_045512v2,8489,1.0558684333864788e-5,smart_seq3
NC_045512v2,8490,1.0714682248950281e-5,smart_seq3
NC_045512v2,8491,1.0693300891224201e-5,smart_seq3
NC_045512v2,8492,1.0710925492370909e-5,smart_seq3
NC_045512v2,8493,1.0710068654259407e-5,smart_seq3
NC_045512v2,8494,1.0710068654259407e-5,smart_seq3
NC_045512v2,8495,1.0493380026208086e-5,smart_seq3
NC_045512v2,8496,1.0523032915549915e-5,smart_seq3
NC_045512v2,8497,1.0604564371797541e-5,smart_seq3
NC_045512v2,8498,1.0604564371797541e-5,smart_seq3
NC_045512v2,8499,1.0604564371797541e-5,smart_seq3
NC_045512v2,8500,1.0596148993717408e-5,smart_seq3
NC_045512v2,8501,1.0766966328853582e-5,smart_seq3
NC_045512v2,8502,1.1033678768433003e-5,smart_seq3
NC_045512v2,8503,1.1033896424018925e-5,smart_seq3
NC_045512v2,8504,1.1033896424018925e-5,smart_seq3
NC_045512v2,8505,1.0946588524181738e-5,smart_seq3
NC_045512v2,8506,1.094613648765893e-5,smart_seq3
NC_045512v2,8507,1.094613648765893e-5,smart_seq3
NC_045512v2,8508,1.0846524916634811e-5,smart_seq3
NC_045512v2,8509,1.0846524916634811e-5,smart_seq3
NC_045512v2,8510,1.0835554668918167e-5,smart_seq3
NC_045512v2,8511,1.1391680840363303e-5,smart_seq3
NC_045512v2,8512,1.139048221417111e-5,smart_seq3
NC_045512v2,8513,1.1584842245118932e-5,smart_seq3
NC_045512v2,8514,1.158099528189206e-5,smart_seq3
NC_045512v2,8515,1.4576664939692032e-5,smart_seq3
NC_045512v2,8516,1.4576890957953437e-5,smart_seq3
NC_045512v2,8517,1.4576890957953437e-5,smart_seq3
NC_045512v2,8518,1.4576890957953437e-5,smart_seq3
NC_045512v2,8519,1.4813328757815222e-5,smart_seq3
NC_045512v2,8520,1.4987062051564073e-5,smart_seq3
NC_045512v2,8521,1.4908399745209855e-5,smart_seq3
NC_045512v2,8522,1.4895573774458215e-5,smart_seq3
NC_045512v2,8523,1.4892882286759315e-5,smart_seq3
NC_045512v2,8524,1.4987706021714762e-5,smart_seq3
NC_045512v2,8525,1.4987253165143494e-5,smart_seq3
NC_045512v2,8526,1.4987503620920414e-5,smart_seq3
NC_045512v2,8527,1.4987503620920414e-5,smart_seq3
NC_045512v2,8528,1.4987503620920414e-5,smart_seq3
NC_045512v2,8529,1.5074628183820986e-5,smart_seq3
NC_045512v2,8530,1.5074628183820986e-5,smart_seq3
NC_045512v2,8531,1.5073429557628794e-5,smart_seq3
NC_045512v2,8532,1.5054671470548499e-5,smart_seq3
NC_045512v2,8533,1.5073429557628794e-5,smart_seq3
NC_045512v2,8534,1.511212728918325e-5,smart_seq3
NC_045512v2,8535,1.5116040742908802e-5,smart_seq3
NC_045512v2,8536,1.5033492498880318e-5,smart_seq3
NC_045512v2,8537,1.5027844572376274e-5,smart_seq3
NC_045512v2,8538,1.4712783288184877e-5,smart_seq3
NC_045512v2,8539,1.4626707776373212e-5,smart_seq3
NC_045512v2,8540,1.4784191097873388e-5,smart_seq3
NC_045512v2,8541,7.371725340871969e-6,smart_seq3
NC_045512v2,8542,7.379454399827677e-6,smart_seq3
NC_045512v2,8543,7.337904964851012e-6,smart_seq3
NC_045512v2,8544,7.23068828370174e-6,smart_seq3
NC_045512v2,8545,7.23068828370174e-6,smart_seq3
NC_045512v2,8546,7.226598244093544e-6,smart_seq3
NC_045512v2,8547,7.1879005125390894e-6,smart_seq3
NC_045512v2,8548,7.1872224577548775e-6,smart_seq3
NC_045512v2,8549,7.504665641313087e-6,smart_seq3
NC_045512v2,8550,7.484433972892691e-6,smart_seq3
NC_045512v2,8551,7.237858706119081e-6,smart_seq3
NC_045512v2,8552,7.193257376226883e-6,smart_seq3
NC_045512v2,8553,7.250569907636014e-6,smart_seq3
NC_045512v2,8554,7.672023558781726e-6,smart_seq3
NC_045512v2,8555,7.738802378986908e-6,smart_seq3
NC_045512v2,8556,7.739028397248311e-6,smart_seq3
NC_045512v2,8557,7.740227023440503e-6,smart_seq3
NC_045512v2,8558,7.958393157528933e-6,smart_seq3
NC_045512v2,8559,7.958610813114859e-6,smart_seq3
NC_045512v2,8560,7.96265582482701e-6,smart_seq3
NC_045512v2,8561,8.014990159368602e-6,smart_seq3
NC_045512v2,8562,8.015207814954525e-6,smart_seq3
NC_045512v2,8563,8.015207814954525e-6,smart_seq3
NC_045512v2,8564,8.015207814954525e-6,smart_seq3
NC_045512v2,8565,8.015643126126375e-6,smart_seq3
NC_045512v2,8566,8.018357953659733e-6,smart_seq3
NC_045512v2,8567,8.003474470200672e-6,smart_seq3
NC_045512v2,8568,8.003474470200672e-6,smart_seq3
NC_045512v2,8569,8.00618929773403e-6,smart_seq3
NC_045512v2,8570,7.926546747013778e-6,smart_seq3
NC_045512v2,8571,7.95066104691739e-6,smart_seq3
NC_045512v2,8572,7.95066104691739e-6,smart_seq3
NC_045512v2,8573,7.989868458004001e-6,smart_seq3
NC_045512v2,8574,7.989868458004001e-6,smart_seq3
NC_045512v2,8575,7.951170726449548e-6,smart_seq3
NC_045512v2,8576,7.951170726449548e-6,smart_seq3
NC_045512v2,8577,7.941181449339168e-6,smart_seq3
NC_045512v2,8578,7.921117288220746e-6,smart_seq3
NC_045512v2,8579,8.230775382907018e-6,smart_seq3
NC_045512v2,8580,8.212805623306778e-6,smart_seq3
NC_045512v2,8581,8.216621228536936e-6,smart_seq3
NC_045512v2,8582,8.332932078786226e-6,smart_seq3
NC_045512v2,8583,8.427322648685913e-6,smart_seq3
NC_045512v2,8584,8.687312245679735e-6,smart_seq3
NC_045512v2,8585,8.731687449029105e-6,smart_seq3
NC_045512v2,8586,8.936364010103952e-6,smart_seq3
NC_045512v2,8587,8.936768811692647e-6,smart_seq3
NC_045512v2,8588,8.975466543247103e-6,smart_seq3
NC_045512v2,8589,9.022160574689163e-6,smart_seq3
NC_045512v2,8590,9.026360679411505e-6,smart_seq3
NC_045512v2,8591,9.070735882760873e-6,smart_seq3
NC_045512v2,8592,9.188516515765011e-6,smart_seq3
NC_045512v2,8593,9.188516515765011e-6,smart_seq3
NC_045512v2,8594,9.271276897820085e-6,smart_seq3
NC_045512v2,8595,9.25471366232983e-6,smart_seq3
NC_045512v2,8596,9.25471366232983e-6,smart_seq3
NC_045512v2,8597,9.190662746153989e-6,smart_seq3
NC_045512v2,8598,8.901364430846022e-6,smart_seq3
NC_045512v2,8599,8.875692556827967e-6,smart_seq3
NC_045512v2,8600,8.879900245868035e-6,smart_seq3
NC_045512v2,8601,8.854228371849985e-6,smart_seq3
NC_045512v2,8602,8.834249817629227e-6,smart_seq3
NC_045512v2,8603,8.834249817629227e-6,smart_seq3
NC_045512v2,8604,8.796072314035389e-6,smart_seq3
NC_045512v2,8605,8.8244590155868e-6,smart_seq3
NC_045512v2,8606,8.829202021952769e-6,smart_seq3
NC_045512v2,8607,8.983037409038124e-6,smart_seq3
NC_045512v2,8608,8.983263427299527e-6,smart_seq3
NC_045512v2,8609,9.021961158853983e-6,smart_seq3
NC_045512v2,8610,9.013545780773853e-6,smart_seq3
NC_045512v2,8611,9.090941243882763e-6,smart_seq3
NC_045512v2,8612,9.08974261769057e-6,smart_seq3
NC_045512v2,8613,9.09245744522393e-6,smart_seq3
NC_045512v2,8614,9.08702779015721e-6,smart_seq3
NC_045512v2,8615,9.08702779015721e-6,smart_seq3
NC_045512v2,8616,9.08974261769057e-6,smart_seq3
NC_045512v2,8617,9.08974261769057e-6,smart_seq3
NC_045512v2,8618,9.170697975363377e-6,smart_seq3
NC_045512v2,8619,9.170697975363377e-6,smart_seq3
NC_045512v2,8620,9.170697975363377e-6,smart_seq3
NC_045512v2,8621,9.179113353443509e-6,smart_seq3
NC_045512v2,8622,9.179113353443509e-6,smart_seq3
NC_045512v2,8623,9.215096257464604e-6,smart_seq3
NC_045512v2,8624,9.204976828449097e-6,smart_seq3
NC_045512v2,8625,9.20617545464129e-6,smart_seq3
NC_045512v2,8626,1.024273163269324e-5,smart_seq3
NC_045512v2,8627,1.0325149735806785e-5,smart_seq3
NC_045512v2,8628,1.032537575406819e-5,smart_seq3
NC_045512v2,8629,1.0306617666987897e-5,smart_seq3
NC_045512v2,8630,1.020787798317878e-5,smart_seq3
NC_045512v2,8631,1.0252253186528149e-5,smart_seq3
NC_045512v2,8632,1.0297605773215005e-5,smart_seq3
NC_045512v2,8633,1.0342142995802721e-5,smart_seq3
NC_045512v2,8634,1.0987316213828888e-5,smart_seq3
NC_045512v2,8635,1.0983271202116738e-5,smart_seq3
NC_045512v2,8636,1.092701400967418e-5,smart_seq3
NC_045512v2,8637,1.0944755931982782e-5,smart_seq3
NC_045512v2,8638,1.0894951073566694e-5,smart_seq3
NC_045512v2,8639,1.0904624492400301e-5,smart_seq3
NC_045512v2,8640,7.880555614620321e-6,smart_seq3
NC_045512v2,8641,7.898410279165923e-6,smart_seq3
NC_045512v2,8642,7.99083865534367e-6,smart_seq3
NC_045512v2,8643,7.988123827810309e-6,smart_seq3
NC_045512v2,8644,8.066172257676995e-6,smart_seq3
NC_045512v2,8645,8.021025268350377e-6,smart_seq3
NC_045512v2,8646,8.932645746656647e-6,smart_seq3
NC_045512v2,8647,8.986613155811552e-6,smart_seq3
NC_045512v2,8648,8.986613155811552e-6,smart_seq3
NC_045512v2,8649,9.22817034322124e-6,smart_seq3
NC_045512v2,8650,9.136705108989143e-6,smart_seq3
NC_045512v2,8651,8.907868076415878e-6,smart_seq3
NC_045512v2,8652,8.693736371298854e-6,smart_seq3
NC_045512v2,8653,8.647175079382526e-6,smart_seq3
NC_045512v2,8654,9.069249498716386e-6,smart_seq3
NC_045512v2,8655,9.17287352859532e-6,smart_seq3
NC_045512v2,8656,1.0053272650503195e-5,smart_seq3
NC_045512v2,8657,1.0145168854313334e-5,smart_seq3
NC_045512v2,8658,1.0143970228121142e-5,smart_seq3
NC_045512v2,8659,1.0146434599877584e-5,smart_seq3
NC_045512v2,8660,1.0198028803690603e-5,smart_seq3
NC_045512v2,8661,9.774082171617084e-6,smart_seq3
NC_045512v2,8662,9.773646860445236e-6,smart_seq3
NC_045512v2,8663,9.779272902331075e-6,smart_seq3
NC_045512v2,8664,9.807593898032035e-6,smart_seq3
NC_045512v2,8665,9.803135498076813e-6,smart_seq3
NC_045512v2,8666,9.803135498076813e-6,smart_seq3
NC_045512v2,8667,9.803361516338217e-6,smart_seq3
NC_045512v2,8668,9.803361516338217e-6,smart_seq3
NC_045512v2,8669,9.549179975137594e-6,smart_seq3
NC_045512v2,8670,9.39319042272758e-6,smart_seq3
NC_045512v2,8671,9.440863947494631e-6,smart_seq3
NC_045512v2,8672,9.479561679049087e-6,smart_seq3
NC_045512v2,8673,9.47574607381893e-6,smart_seq3
NC_045512v2,8674,9.47574607381893e-6,smart_seq3
NC_045512v2,8675,9.515096772131157e-6,smart_seq3
NC_045512v2,8676,1.0031500412794263e-5,smart_seq3
NC_045512v2,8677,1.0586102505052101e-5,smart_seq3
NC_045512v2,8678,1.0586935725696546e-5,smart_seq3
NC_045512v2,8679,1.0499811162795974e-5,smart_seq3
NC_045512v2,8680,1.056418076836848e-5,smart_seq3
NC_045512v2,8681,1.056418076836848e-5,smart_seq3
NC_045512v2,8682,1.056418076836848e-5,smart_seq3
NC_045512v2,8683,1.0545422681288187e-5,smart_seq3
NC_045512v2,8684,1.051028484429763e-5,smart_seq3
NC_045512v2,8685,1.0508022053287078e-5,smart_seq3
NC_045512v2,8686,1.049001070595899e-5,smart_seq3
NC_045512v2,8687,1.0521357723328396e-5,smart_seq3
NC_045512v2,8688,1.0362899187736272e-5,smart_seq3
NC_045512v2,8689,1.0748578106027595e-5,smart_seq3
NC_045512v2,8690,1.1074149786377769e-5,smart_seq3
NC_045512v2,8691,1.0981970449348211e-5,smart_seq3
NC_045512v2,8692,1.1012753200952455e-5,smart_seq3
NC_045512v2,8693,1.1138234662827165e-5,smart_seq3
NC_045512v2,8694,1.1146120347092665e-5,smart_seq3
NC_045512v2,8695,1.1377664855063263e-5,smart_seq3
NC_045512v2,8696,1.1437408552735002e-5,smart_seq3
NC_045512v2,8697,1.1603150170005277e-5,smart_seq3
NC_045512v2,8698,1.1243501716614803e-5,smart_seq3
NC_045512v2,8699,1.128308491971232e-5,smart_seq3
NC_045512v2,8700,1.136591003788795e-5,smart_seq3
NC_045512v2,8701,1.1365684019626544e-5,smart_seq3
NC_045512v2,8702,1.1365684019626544e-5,smart_seq3
NC_045512v2,8703,1.1168111971089095e-5,smart_seq3
NC_045512v2,8704,1.0925949407261448e-5,smart_seq3
NC_045512v2,8705,1.0788988433054588e-5,smart_seq3
NC_045512v2,8706,1.0789961040985375e-5,smart_seq3
NC_045512v2,8707,1.0811961886402016e-5,smart_seq3
NC_045512v2,8708,1.0554892677083968e-5,smart_seq3
NC_045512v2,8709,1.0554892677083968e-5,smart_seq3
NC_045512v2,8710,1.0616677072098833e-5,smart_seq3
NC_045512v2,8711,1.0568605404855317e-5,smart_seq3
NC_045512v2,8712,1.0569586375461589e-5,smart_seq3
NC_045512v2,8713,1.0569586375461589e-5,smart_seq3
NC_045512v2,8714,1.0569586375461589e-5,smart_seq3
NC_045512v2,8715,1.0635783669871064e-5,smart_seq3
NC_045512v2,8716,1.0674481401425516e-5,smart_seq3
NC_045512v2,8717,1.0674683802219864e-5,smart_seq3
NC_045512v2,8718,1.0674683802219864e-5,smart_seq3
NC_045512v2,8719,1.0677081054604248e-5,smart_seq3
